article,project,views_ceil,rank,country,date,article_clean,query,summary,sentiment
Portada,ca.wikipedia,8600,20,es,2021-06-28 18:27:44.725419,portada,La Portada,"La Portada (Spanish: ""The Gateway"") is a natural arch on the coast of Chile, 18 km (11 mi) north of Antofagasta. It is one of fifteen natural monuments included among the protected areas of Chile.
There is another similar but smaller structure in the spa town of Pucatrihue, Osorno Province.",0.9951924085617065
Macarena_García,es.wikipedia,8500,21,es,2021-06-28 18:27:44.725419,macarena_garcia,Macarena García,"Macarena García de la Camacha Gutiérrez-Ambrossi (born April 26, 1988), professionally known as Macarena García. Before starting working as an actress, she studied the first course of  psychology at the Autonomous University of Madrid.",0.5295095443725586
Cleopatra,es.wikipedia,8200,22,es,2021-06-28 18:27:44.725419,cleopatra,Cleopatra,"Cleopatra VII Philopator (Koinē Greek: Κλεοπάτρα Φιλοπάτωρ; 69 BC – 10 August 30 BC) was the last active ruler of the Ptolemaic Kingdom of Egypt. A member of the Ptolemaic dynasty, she was a descendant of its founder Ptolemy I Soter, a Macedonian Greek general and companion of Alexander the Great. After the death of Cleopatra, Egypt became a province of the Roman Empire, marking the end of the second to last Hellenistic state and the age that had lasted since the reign of Alexander (336–323 BC). Her native language was Koine Greek, and she was the only Ptolemaic ruler to learn the Egyptian language.In 58 BC, Cleopatra presumably accompanied her father, Ptolemy XII Auletes, during his exile to Rome after a revolt in Egypt (a Roman client state) allowing his daughter Berenice IV to claim the throne. Berenice was killed in 55 BC when Ptolemy returned to Egypt with Roman military assistance. When he died in 51 BC, the joint reign of Cleopatra and her brother Ptolemy XIII began, but a falling-out between them led to open civil war. After losing the 48 BC Battle of Pharsalus in Greece against his rival Julius Caesar (a Roman dictator and consul) in Caesar's Civil War, the Roman statesman Pompey fled to Egypt. Pompey had been a political ally of Ptolemy XII, but Ptolemy XIII, at the urging of his court eunuchs, had Pompey ambushed and killed before Caesar arrived and occupied Alexandria. Caesar then attempted to reconcile the rival Ptolemaic siblings, but Ptolemy's chief adviser, Potheinos, viewed Caesar's terms as favoring Cleopatra, so his forces besieged her and Caesar at the palace. Shortly after the siege was lifted by reinforcements, Ptolemy XIII died in the 47 BC Battle of the Nile; Cleopatra's half-sister Arsinoe IV was eventually exiled to Ephesus for her role in carrying out the siege. Caesar declared Cleopatra and her brother Ptolemy XIV joint rulers but maintained a private affair with Cleopatra that produced a son, Caesarion. Cleopatra traveled to Rome as a client queen in 46 and 44 BC, where she stayed at Caesar's villa. After the assassinations of Caesar and (on her orders) Ptolemy XIV in 44 BC, she named Caesarion co-ruler.
In the Liberators' civil war of 43–42 BC, Cleopatra sided with the Roman Second Triumvirate formed by Caesar's grandnephew and heir Octavian, Mark Antony, and Marcus Aemilius Lepidus. After their meeting at Tarsos in 41 BC, the queen had an affair with Antony. He carried out the execution of Arsinoe at her request, and became increasingly reliant on Cleopatra for both funding and military aid during his invasions of the Parthian Empire and the Kingdom of Armenia. The Donations of Alexandria declared their children Alexander Helios, Cleopatra Selene II, and Ptolemy Philadelphus rulers over various erstwhile territories under Antony's triumviral authority. This event, their marriage, and Antony's divorce of Octavian's sister Octavia Minor led to the Final War of the Roman Republic. Octavian engaged in a war of propaganda, forced Antony's allies in the Roman Senate to flee Rome in 32 BC, and declared war on Cleopatra. After defeating Antony and Cleopatra's naval fleet at the 31 BC Battle of Actium, Octavian's forces invaded Egypt in 30 BC and defeated Antony, leading to Antony's suicide. When Cleopatra learned that Octavian planned to bring her to his Roman triumphal procession, she killed herself by poisoning, contrary to the popular belief that she was bitten by an asp.
Cleopatra's legacy survives in ancient and modern works of art. Roman historiography and Latin poetry produced a generally critical view of the queen that pervaded later Medieval and Renaissance literature. In the visual arts, her ancient depictions include Roman busts, paintings, and sculptures, cameo carvings and glass, Ptolemaic and Roman coinage, and reliefs. In Renaissance and Baroque art, she was the subject of many works including operas, paintings, poetry, sculptures, and theatrical dramas. She has become a pop culture icon of Egyptomania since the Victorian era, and in modern times, Cleopatra has appeared in the applied and fine arts, burlesque satire, Hollywood films, and brand images for commercial products.",
Caso_Wanninkhof,es.wikipedia,7000,23,es,2021-06-28 18:27:44.725419,caso_wanninkhof,Murder of Rocío Wanninkhof,"Rocío Wanninkhof Hornos (9 November 1979 – 9 October 1999) was a Dutch-Spanish teenage girl who was murdered in her hometown of Mijas, Málaga, Spain, a town located on the Costa del Sol. In 2001, amidst popular pressure and a media circus (defined at times as a ""public lynching"" of the accused), a jury trial convicted 52-year-old María Dolores ""Loli"" Vázquez, the estranged lover of Wanninkhof's mother Alicia Hornos, for the murder, even though there was no evidence relating her to the crime. This miscarriage of justice has been blamed on prejudices about Vázquez's homosexuality and the fabrication of an unsubstantiated narrative about her being a ""dominant"", ""predatory"" lesbian. Others have also cited malinterpretations of Vázquez's behavior due to her Galician extraction and traditional British education being in dissonance with local social norms, attitudes and expectations.Three months after Vázquez's conviction, the High Court of Andalusia overturned the sentence and ordered a new trial. However, all charges against Vázquez were dropped when DNA found near Wanninkhof's body was matched to Tony Alexander King, a 32-year-old British sex offender with a long criminal history in the United Kingdom, and who was also identified through DNA as the perpetrator of the murder of 17-year-old Sonia Carabantes in Coín in 2003. King was convicted of both murders and sentenced to 55 years in prison.
The whole affair is popularly known in Spain as the Wanninkhof Case (Caso Wanninkhof). Vázquez's conviction has been named as the biggest miscarriage of justice in the judiciary history of Spain since the 1910 ""Crime of Cuenca"".

",-0.9904910326004028
Javier_Ambrossi,es.wikipedia,6500,24,es,2021-06-28 18:27:44.725419,javier_ambrossi,Javier Ambrossi,"Francisco Javier García de la Camacha Gutiérrez-Ambrossi (born 24 June 1984), better known as Javier Ambrossi, is a Spanish actor, stage, film and television director and writer. He is best known for creating and directing the musical La llamada and its film adaptation together with Javier Calvo, as well as the television series Paquita Salas and Veneno.",0.9972953796386719
Portal:Huvudsida,sv.wikipedia,99100,1,se,2021-06-28 18:27:44.725419,portal:huvudsida,,,
Peps_Persson,sv.wikipedia,37200,3,se,2021-06-28 18:27:44.725419,peps_persson,Peps Persson,"Per-Åke Tommy Persson (20 December 1946 – 27 June 2021), known by the stage name Peps Persson, was a Swedish blues and reggae musician and social critic from Tjörnarp, Scania. Throughout his career he mostly made music in Swedish and was well known for his Scanian dialect. At an earlier stage he made a few albums in English. His songs from the 1970s have become Swedish classics, including ""Falsk matematik"", which was number-one on Svensktoppen for 15 weeks.Persson was the recipient of an honorary award at the Grammis ceremony in 2007, and was inducted into the Swedish Music Hall of Fame in 2015.

",0.9987713694572449
Cristiano_Ronaldo,sv.wikipedia,15500,5,se,2021-06-28 18:27:44.725419,cristiano_ronaldo,Cristiano Ronaldo,"Cristiano Ronaldo dos Santos Aveiro GOIH ComM (Portuguese pronunciation: [kɾiʃˈtjɐnu ʁɔˈnaɫdu]; born 5 February 1985) is a Portuguese professional footballer who plays as a forward for Serie A club Juventus and captains the Portugal national team. Often considered the best player in the world and  widely regarded as one of the greatest players of all time, Ronaldo has won five Ballon d'Or awards and four European Golden Shoes, both of which are records for a European player. He has won 32 major trophies in his career, including seven league titles, five UEFA Champions Leagues, one UEFA European Championship, and one UEFA Nations League title. Ronaldo holds the records for the most international goals (109, tied with Ali Daei), the most goals in the Champions League (134) and the most goals in the European Championship (14). He is one of the few recorded players to have made over 1,100 professional career appearances and has scored over 780 official senior career goals for club and country.
Born and raised in Madeira, Ronaldo began his senior club career playing for Sporting CP, before signing with Manchester United in 2003, aged 18. After winning the FA Cup in his first season, he helped United win three successive Premier League titles, the Champions League, and the FIFA Club World Cup; at age 23, he won his first Ballon d'Or. In 2009, Ronaldo was the subject of the then-most expensive association football transfer when he signed for Real Madrid in a transfer worth €94 million (£80 million). There, he won 15 trophies, including two La Liga titles, two Copas del Rey, and four Champions League titles, and became the club's all-time top goalscorer. After joining Madrid, Ronaldo finished runner-up for the Ballon d'Or three times, behind Lionel Messi – his perceived career rival – before winning back-to-back Ballons d'Or from 2013–2014 and again from 2016–2017. After winning a third consecutive Champions League title in 2018, Ronaldo became the first player to win the trophy five times. In 2018, he signed for Juventus in a transfer worth an initial €100 million (£88 million), the highest fee ever paid by an Italian club and the highest ever paid for a player over 30 years old. He won two Serie A titles, two Supercoppa Italiana and a Coppa Italia in his first three seasons with the club.
Ronaldo made his senior international debut for Portugal in 2003 at age 18, and has since earned over 170 caps, including appearing and scoring in eleven major tournaments, becoming Portugal's most capped player and his country's all-time top goalscorer. He scored his first international goal at Euro 2004 where he helped Portugal reach the final and assumed full captaincy of the national team in July 2008. In 2015 Ronaldo was named the best Portuguese player of all time by the Portuguese Football Federation. The following year he led Portugal to their first triumph in a major tournament by winning Euro 2016, and received the Silver Boot as the second-highest goalscorer of the tournament.
One of the most marketable and famous athletes in the world, Ronaldo was ranked the world's highest-paid athlete by Forbes in 2016 and 2017 and the world's most famous athlete by ESPN from 2016 to 2019. Time included him on their list of the 100 most influential people in the world in 2014. He is the first footballer, as well as only the third sportsman, to earn $1 billion in their career.",
Niklas_Strömstedt,sv.wikipedia,14700,6,se,2021-06-28 18:27:44.725419,niklas_stromstedt,Niklas Strömstedt,"Bo Anders Niklas Strömstedt (born 25 July 1958) is a Swedish singer, songwriter and musician.

",0.9980862736701965
Romelu_Lukaku,sv.wikipedia,10800,7,se,2021-06-28 18:27:44.725419,romelu_lukaku,Romelu Lukaku,"Romelu Menama Lukaku Bolingoli (Dutch pronunciation: [ˈroːmeːlu luˈkaːku]; born 13 May 1993) is a Belgian professional footballer who plays as a striker for Serie A club Inter Milan and the Belgium national team.
Born in Antwerp, Lukaku began his professional career at Belgian Pro League club Anderlecht in 2009, where he made his senior debut, at age 16. He won the league's top goalscorer, the league championship and the Belgian Ebony Shoe there. He signed for English side Chelsea in 2011, but featured sparingly in his first season and joined West Bromwich Albion on loan in 2012. He helped them to an unexpected eighth-place finish in the 2012–13 season and ahead of the 2013–14 season, he joined Everton on loan. After helping Everton reach a club-record points tally, Lukaku joined the team in a permanent deal worth a club-record fee of £28 million in 2014. After being named in the 2016–17 PFA Team of the Year, Lukaku signed for Manchester United in 2017, for an initial fee of £75 million. After two seasons in Manchester Lukaku's relationship with the club deteriorated. He failed to return for pre-season training, was fined, and subsequently signed for Inter Milan in August 2019, for a reported club record €80 million; he won the Serie A title in his second season with the club and was named the league's Most Valuable Player.
A Belgian international, Lukaku has played 96 games for his country, and scored 63 goals, making him Belgium's all-time top goalscorer. Lukaku made his senior international debut for Belgium in 2010, at age 17, and has since represented his country at four major tournaments, including two FIFA World Cups and two UEFA European Championships. At the 2018 World Cup, Lukaku led Belgium to a third-place finish by finishing as the joint second-highest goalscorer, and won the Bronze Boot.",0.9964163899421692
UEFA_Euro_2020,en.wikipedia,9700,9,se,2021-06-28 18:27:44.725419,uefa_euro_2020,UEFA Euro 2020,"The 2020 UEFA European Football Championship, commonly referred to as UEFA Euro 2020, or simply Euro 2020, is the 16th UEFA European Championship, the quadrennial international men's football championship of Europe organised by the Union of European Football Associations (UEFA).The tournament, being held in 11 cities in 11 UEFA countries, was originally scheduled from 12 June to 12 July 2020, but was postponed due to the COVID-19 pandemic in Europe and rescheduled for 11 June to 11 July 2021. It retains the name UEFA Euro 2020. Portugal were the defending champions, having won the 2016 competition in France, but were eliminated in the round of 16 against Belgium. The video assistant referee (VAR) system makes its debut at the European Championship in this tournament.UEFA President Michel Platini said in 2012 that the tournament was to be hosted in several nations as a ""romantic"" one-off event to celebrate the 60th ""birthday"" of the European Championship competition. Having the largest capacity of any of the stadiums entered for the competition, Wembley Stadium in London is scheduled to host the semi-finals and final for the second time, having done so before at the 1996 tournament in the stadium's former incarnation. The Stadio Olimpico in Rome was chosen to host the opening game, involving Turkey and hosts Italy. Originally to be played at 13 venues, two hosts were later removed: Brussels in December 2017 due to the abandonment of building the Eurostadium, and Dublin in April 2021 as there was no guarantee that spectators could attend. Spain also changed their host city from Bilbao to Seville to allow an audience at matches.",-0.7214534282684326
Eden_Hazard,sv.wikipedia,9300,10,se,2021-06-28 18:27:44.725419,eden_hazard,Eden Hazard,"Eden Michael Hazard (born 7 January 1991) is a Belgian professional footballer who plays as a winger or attacking midfielder for Spanish club Real Madrid and captains the Belgium national team. Known for his creativity, dribbling and passing, he is considered one of the best players of his generation.Hazard is the son of two former footballers and began his career in Belgium playing for local youth clubs. In 2005, he moved to France, where he began his senior career with Ligue 1 club Lille. Hazard spent two years in the club's academy and, at the age of 16, made his professional debut in November 2007. He became an integral part of the Lille team under manager Rudi Garcia. In his first full season, he became the first non-French player to win the Ligue 1 Young Player of the Year award, and the following season became the first player to win the award twice. In the 2010–11 season, he was a part of the Lille team that won the league and cup double and, as a result of his performances, was named the Ligue 1 Player of the Year, the youngest player to win the award.After making over 190 appearances and scoring 50 goals for Lille, Hazard signed for English club Chelsea in June 2012. He won the UEFA Europa League in his first season and the PFA Young Player of the Year in his second. In the 2014–15 season, Hazard helped Chelsea win the League Cup and Premier League, earning him the FWA Footballer of the Year and the PFA Players' Player of the Year awards. Two years later he won his second English league title as Chelsea won the 2016–17 Premier League. In 2018, he won the FA Cup, and was named in the FIFA FIFPro World XI. He won the Europa League again with Chelsea in June 2019, then joined Real Madrid in a transfer worth up to €150 million, winning La Liga during his injury-plagued debut season.
Having represented his country at various youth levels, Hazard made his senior debut for the Belgium national team in November 2008, aged 17, in a friendly match against Luxembourg. Nearly three years after his debut, Hazard scored his first international goal against Kazakhstan in October 2011. He has since earned over 100 caps, and was a member of the Belgian squad which reached the quarter-finals of the 2014 FIFA World Cup and the UEFA Euro 2016. At the 2018 FIFA World Cup, he captained Belgium to third place which was their best finish in history, receiving the Silver Ball as the second-best player of the tournament.",
Thorgan_Hazard,sv.wikipedia,8700,11,se,2021-06-28 18:27:44.725419,thorgan_hazard,Thorgan Hazard,"Thorgan Ganael Francis Hazard (born 29 March 1993) is a Belgian professional footballer who plays as an attacking midfielder and winger for Bundesliga club Borussia Dortmund and the Belgium national team. He is the younger brother of Eden and older brother of Kylian Hazard.
He began his professional career at Lens in Ligue 1, and moved to Chelsea in 2012 shortly after they had signed his older brother. He never played a competitive match for Chelsea, being loaned for two years to Zulte Waregem, where he was awarded the Belgian Golden Shoe in January 2014, for the best footballer in the Belgian Pro League, and the prize for best professional football player in May 2014. He joined Borussia Mönchengladbach in 2014, initially on loan, and made over 100 appearances for the club before moving to Borussia Dortmund in 2019.
Having previously played at every level in the Belgian national youth team system, he was handed his first senior international cap against the United States in May 2013. He was part of the Belgian squad that came third at the 2018 FIFA World Cup.

",0.9821584224700928
Fifas_världsranking_för_herrar,sv.wikipedia,7100,12,se,2021-06-28 18:27:44.725419,fifas_varldsranking_for_herrar,,,
Belgien,sv.wikipedia,6800,13,se,2021-06-28 18:27:44.725419,belgien,Belgium,"Belgium (Dutch: België [ˈbɛlɣijə] (listen); French: Belgique [bɛlʒik] (listen); German: Belgien [ˈbɛlɡi̯ən] (listen)), officially the Kingdom of Belgium, is a country in Western Europe. It is bordered by the Netherlands to the north, Germany to the east, Luxembourg to the southeast, France to the southwest, and the North Sea to the northwest. It covers an area of 30,689 km2 (11,849 sq mi) and has a population of more than 11.5 million, making it the 22nd most densely populated country in the world and the 6th most densely populated country in Europe, with a density of 376 per square kilometre (970/sq mi). The capital and largest city is Brussels; other major cities are Antwerp, Ghent, Charleroi, Liège, Bruges, Namur, and Leuven.
Belgium is a sovereign state and a federal constitutional monarchy with a parliamentary system. Its institutional organization is complex and is structured on both regional and linguistic grounds. It is divided into three highly autonomous regions: the Flemish Region (Flanders) in the north, the Walloon Region (Wallonia) in the south, and the Brussels-Capital Region. Brussels is the smallest and most densely populated region, as well as the richest region in terms of GDP per capita.
Belgium is home to two main linguistic communities: the Dutch-speaking Flemish Community, which constitutes about 60 percent of the population, and the French-speaking Community, which constitutes about 40 percent of the population. A small German-speaking Community, numbering around one percent, exists in the East Cantons. The Brussels-Capital Region is officially bilingual in French and Dutch, although French is the dominant language. Belgium's linguistic diversity and related political conflicts are reflected in its complex system of governance, made up of six different governments.
The country as it exists today was established following the 1830 Belgian Revolution, when it seceded from the Netherlands, which had itself only existed since 1815.  The name chosen for the new state is derived from the Latin word Belgium, used in Julius Caesar's ""Gallic Wars"", to describe a nearby region in the period around 55 BCE. Belgium is part of an area known as the Low Countries, historically a somewhat larger region than the Benelux group of states, as it also included parts of northern France. Since the Middle Ages, its central location near several major rivers has meant that the area has been relatively prosperous, connected commercially and politically to its bigger neighbours. Belgium has unfortunately also been the battleground of European powers, earning the moniker the ""Battlefield of Europe"", a reputation strengthened in the 20th century by both world wars. 
Belgium participated in the Industrial Revolution and, during the course of the 20th century, possessed a number of colonies in Africa. Between 1888 and 1908, Leopold II, king of Belgium, perpetrated one of the largest massacres in human history in Congo Free State, his private estate (and not a colony of Belgium at that time) causing the deaths of an estimated five to  fifteen million Congolese people, during the production of massive amounts of rubber and ivory.The second half of the 20th century was marked by rising tensions between the Dutch-speaking and the French-speaking citizens  fuelled by differences in language and culture and the unequal economic development of Flanders and Wallonia. This continuing antagonism has led to several far-reaching reforms, resulting in a transition from a unitary to a federal arrangement during the period from 1970 to 1993. Despite the reforms, tensions between the groups have remained, if not increased; there is significant separatism particularly among the Flemish; controversial language laws exist such as the municipalities with language facilities; and the formation of a coalition government took 18 months following the June 2010 federal election, a world record. Unemployment in Wallonia is more than double that of Flanders, which boomed after the war.Belgium is one of the six founding countries of the European Union and its capital, Brussels, hosts the official seats of the European Commission, the Council of the European Union, and the European Council, as well as one of two seats of the European Parliament (the other being Strasbourg). Belgium is also a founding member of the Eurozone, NATO, OECD, and WTO, and a part of the trilateral Benelux Union and the Schengen Area. Brussels hosts the headquarters of many major international organizations such as NATO.Belgium is a developed country, with an advanced high-income economy. It has very high standards of living, quality of life, healthcare, education, and is categorized as ""very high"" in the Human Development Index. It also ranks as one of the safest or most peaceful countries in the world.",
Europamästerskapet_i_fotboll,sv.wikipedia,6100,14,se,2021-06-28 18:27:44.725419,europamasterskapet_i_fotboll,UEFA Euro 1992,"The 1992 UEFA European Football Championship was hosted by Sweden between 10 and 26 June 1992. It was the ninth UEFA European Championship, which is held every four years and supported by UEFA.
Denmark won the 1992 championship having qualified only after Yugoslavia was disqualified as a result of the breakup of the country and the ensuing warfare there. Eight national teams contested the finals tournament.Also present at the tournament was the CIS national football team (Commonwealth of Independent States), representing the recently dissolved Soviet Union, whose national team had qualified for the tournament. It was also the first major tournament at which the reunified Germany (who were beaten 2–0 by Denmark in the final) had competed.
It was to be the last tournament with only eight participants, the last to award the winner of a match with only two points, and the last tournament before the introduction of the back-pass rule, which was brought in immediately after the tournament was completed. When the next competition was held in 1996, 16 teams were involved and were awarded three points for a win.",0.9897466897964478
FIFA_World_Rankings,en.wikipedia,5400,15,se,2021-06-28 18:27:44.725419,fifa_world_rankings,FIFA World Rankings,"The men's FIFA World Ranking is a ranking system for men's national teams in association football, currently led by Belgium. The teams of the men's member nations of FIFA, football's world governing body, are ranked based on their game results with the most successful teams being ranked highest. The rankings were introduced in December 1992, and eight teams (Argentina, Belgium, Brazil, France, Germany, Italy, the Netherlands and Spain) have held the top position, of which Brazil have spent the longest ranked first.
A points system is used, with points being awarded based on the results of all FIFA-recognised full international matches.
The ranking system has been revamped on several occasions, generally responding to criticism that the preceding calculation method did not effectively reflect the relative strengths of the national teams. The current version of the ranking system was first used on 16 August 2018, adapted from the Elo rating system used in chess and Go.",-0.9622381925582886
Jenny_Strömstedt,sv.wikipedia,4800,16,se,2021-06-28 18:27:44.725419,jenny_stromstedt,Jenny Strömstedt,"Jenny Strömstedt (born Jenny Andersson; 2 August 1972) is a Swedish journalist, author and television host. She has worked on the TV4 television program Nyhetsmorgon and hosted Kalla Fakta, Pangea.nu Svart eller Vitt and Diskus. Since 8 October 2012 Strömstedt is hosting her talk show Jenny Strömstedt on TV4. On 16 July 2011 Jenny who at that time had the last name Östergren married singer Niklas Strömstedt. Jenny Strömstedt has three children from a previous relationship. She also competed in Let's Dance 2015.
On 10 June 2020, Strömstedt fainted in the studio during a live broadcast about the Olof Palme assassination.

",-0.9618571996688843
Agneta_Sjödin,sv.wikipedia,4700,17,se,2021-06-28 18:27:44.725419,agneta_sjodin,Agneta Sjödin,"Agneta Sjödin (born 20 July 1967 in Norrbo, Hudiksvall, Sweden) is a Swedish television presenter and personality of the Swedish television channel TV4. She presented the first two seasons of the popular show Let's Dance with David Hellenius.

",0.983597457408905
Lynyrd_Skynyrd,sv.wikipedia,4600,18,se,2021-06-28 18:27:44.725419,lynyrd_skynyrd,Lynyrd Skynyrd,"Lynyrd Skynyrd ( LEN-ərd SKIN-ərd) is an American rock band formed in Jacksonville, Florida. The group originally formed as My Backyard in 1964 and comprised Ronnie Van Zant (lead vocalist), Gary Rossington (guitar), Allen Collins (guitar), Larry Junstrom (bass guitar) and Bob Burns (drums).  The band spent five years touring small venues under various names and with several lineup changes before deciding on ""Lynyrd Skynyrd"" in 1969. The band released its first album in 1973, having settled on a lineup that included bassist Leon Wilkeson, keyboardist Billy Powell and guitarist Ed King. Burns left and was replaced by Artimus Pyle in 1974. King left in 1975 and was replaced by Steve Gaines in 1976. At the height of their fame in the 1970s, the band popularized the Southern rock genre with songs such as ""Sweet Home Alabama"" and ""Free Bird"". After releasing five studio albums and one live album, the band's career was abruptly halted on October 20, 1977, when their chartered airplane crashed, killing Van Zant, Gaines, and backup singer Cassie Gaines, and seriously injuring the rest of the band.
Lynyrd Skynyrd reformed in 1987 for a reunion tour with Ronnie's brother Johnny Van Zant as lead vocalist. They continue to tour and record with co-founder Rossington (the band's sole continuous member), Johnny Van Zant, and Rickey Medlocke, who first wrote and recorded with the band from 1971 to 1972 before his return in 1996. In January 2018, Lynyrd Skynyrd announced its farewell tour, and continue touring as of October 2019. Members are also working on their fifteenth album.In 2004, Rolling Stone magazine ranked Lynyrd Skynyrd No. 95 on their list of the ""100 Greatest Artists of All Time"". Lynyrd Skynyrd was inducted into the Rock and Roll Hall of Fame on March 13, 2006. To date, the band has sold more than 28 million records in the United States.

",-0.9718795418739319
Thorgan_Hazard,en.wikipedia,4500,19,se,2021-06-28 18:27:44.725419,thorgan_hazard,Thorgan Hazard,"Thorgan Ganael Francis Hazard (born 29 March 1993) is a Belgian professional footballer who plays as an attacking midfielder and winger for Bundesliga club Borussia Dortmund and the Belgium national team. He is the younger brother of Eden and older brother of Kylian Hazard.
He began his professional career at Lens in Ligue 1, and moved to Chelsea in 2012 shortly after they had signed his older brother. He never played a competitive match for Chelsea, being loaned for two years to Zulte Waregem, where he was awarded the Belgian Golden Shoe in January 2014, for the best footballer in the Belgian Pro League, and the prize for best professional football player in May 2014. He joined Borussia Mönchengladbach in 2014, initially on loan, and made over 100 appearances for the club before moving to Borussia Dortmund in 2019.
Having previously played at every level in the Belgian national youth team system, he was handed his first senior international cap against the United States in May 2013. He was part of the Belgian squad that came third at the 2018 FIFA World Cup.

",0.9821584224700928
Maja_Strömstedt,sv.wikipedia,4300,20,se,2021-06-28 18:27:44.725419,maja_stromstedt,Melodifestivalen 2021,"Melodifestivalen 2021 was the 61st edition of the Swedish music competition Melodifestivalen. The competition was organised by Sveriges Television (SVT) and took place over a six-week period between 6 February and 13 March 2021. Due to the impacts of the COVID-19 pandemic, all shows of this edition took place in the Annexet in Stockholm, and without an audience. The winner of the competition was Tusse with the song ""Voices"", who represented Sweden in the Eurovision Song Contest 2021 in Rotterdam, Netherlands.The format of the competition consisted of 6 shows: 4 semi-final rounds, a second chance round and a final. An initial 28 entries were selected for the competition through three methods: an open call for song submissions, direct invitations to specific artists and songwriters, and a wildcard given to one of the artists that participated in the P4 Nästa competition organised by Sveriges Radio P4. The 28 competing entries were divided into four semi-finals, with seven compositions in each. From each semi-final, the songs that earned first and second place qualified directly to the final, while the songs that placed third and fourth proceeded to the Second Chance round. The bottom three songs in each semi-final were eliminated from the competition. An additional four entries qualified from the Second Chance round to the final, bringing the total number of competing entries in the final to 12.
All six shows were hosted by Christer Björkman, who was joined by guest co-hosts during each show: Lena Philipsson (semi-final 1), Oscar Zia and Anis Don Demina (semi-final 2), Jason Diakité (semi-final 3), Per Andersson and Pernilla Wahlgren (semi-final 4), Shirley Clamp (Second Chance round), and Shima Niavarani and Måns Zelmerlöw (final).",-0.8588430881500244
Pepe,sv.wikipedia,4300,21,se,2021-06-28 18:27:44.725419,pepe,Pepe,"Pepe is a pet form of the Spanish name José. It is also a surname.

",-0.6593486070632935
Eden_Hazard,en.wikipedia,4200,22,se,2021-06-28 18:27:44.725419,eden_hazard,Eden Hazard,"Eden Michael Hazard (born 7 January 1991) is a Belgian professional footballer who plays as a winger or attacking midfielder for Spanish club Real Madrid and captains the Belgium national team. Known for his creativity, dribbling and passing, he is considered one of the best players of his generation.Hazard is the son of two former footballers and began his career in Belgium playing for local youth clubs. In 2005, he moved to France, where he began his senior career with Ligue 1 club Lille. Hazard spent two years in the club's academy and, at the age of 16, made his professional debut in November 2007. He became an integral part of the Lille team under manager Rudi Garcia. In his first full season, he became the first non-French player to win the Ligue 1 Young Player of the Year award, and the following season became the first player to win the award twice. In the 2010–11 season, he was a part of the Lille team that won the league and cup double and, as a result of his performances, was named the Ligue 1 Player of the Year, the youngest player to win the award.After making over 190 appearances and scoring 50 goals for Lille, Hazard signed for English club Chelsea in June 2012. He won the UEFA Europa League in his first season and the PFA Young Player of the Year in his second. In the 2014–15 season, Hazard helped Chelsea win the League Cup and Premier League, earning him the FWA Footballer of the Year and the PFA Players' Player of the Year awards. Two years later he won his second English league title as Chelsea won the 2016–17 Premier League. In 2018, he won the FA Cup, and was named in the FIFA FIFPro World XI. He won the Europa League again with Chelsea in June 2019, then joined Real Madrid in a transfer worth up to €150 million, winning La Liga during his injury-plagued debut season.
Having represented his country at various youth levels, Hazard made his senior debut for the Belgium national team in November 2008, aged 17, in a friendly match against Luxembourg. Nearly three years after his debut, Hazard scored his first international goal against Kazakhstan in October 2011. He has since earned over 100 caps, and was a member of the Belgian squad which reached the quarter-finals of the 2014 FIFA World Cup and the UEFA Euro 2016. At the 2018 FIFA World Cup, he captained Belgium to third place which was their best finish in history, receiving the Silver Ball as the second-best player of the tournament.",
Nederländerna,sv.wikipedia,3900,23,se,2021-06-28 18:27:44.725419,nederlanderna,Louise of the Netherlands,Louise of the Netherlands (Wilhelmina Frederika Alexandrine Anna Louise; 5 August 1828 – 30 March 1871) was Queen of Sweden and Norway as the wife of King Charles XV & IV.,0.9946711659431458
Spezial:Suche,de.wikipedia,10000,4,ch,2021-06-28 18:27:44.725419,spezial:suche,World-Information.Org,"World-Information Institute (WII) is an independent cultural institution located in Vienna, Austria linking research and public discourse in the realms of innovation, digital culture technologies, and society. Its vast documentation and processing of digital media technologies sheds light on the future perspectives of global developments and involves complex and heterogeneous information resources.
World-Information Institute forms part of an international network of partner institutions and experts in the fields of information and communication technologies and their social implications.
WII's main fields of research are a politics of the commons (and, from this perspective: problems of intellectual property regimes), new forms of cultural production, politics of search and organization of knowledge, surveillance technologies, big data and visualization, cultural and media policies. A recent example of an activity to further develop cultural and media policies is “Netzpolitischer Konvent” (Convention of the Austrian civil society on net politics), in which a catalogue of demands was drafted and subsequently presented to the public.",0.9984987378120422
Ezgjan_Alioski,de.wikipedia,7500,5,ch,2021-06-28 18:27:44.725419,ezgjan_alioski,Ezgjan Alioski,"Ezgjan Alioski (Macedonian: Езѓан Алиоски; born 12 February 1992) is a Macedonian professional footballer who plays as a winger or wing-back for Premier League club Leeds United and the North Macedonia national team. He is commonly known as 'Gjanni'.A versatile left-footed player, he predominantly plays on the left wing, and can also play as striker, attacking midfielder, right wing, left wing-back or as a left-back.

",0.9986633658409119
